id,provincia,canton,modulo,tipo,extension,tamano_mb,porcentaje,estado_documental,condicion_tecnica,archivo,ruta,keywords,snippet
082829cd9540,Los Ríos,Montalvo,Informe de valoración,Informe / revisión,md,0.0,83,Plan localizado,Alta concordancia; requiere control de anexos y seguimiento,INFORME_VALORACION_MONTALVO.md,Los Ríos/Montalvo/02_INFORME_VALORACION/INFORME_VALORACION_MONTALVO.md,Inundación/anegamiento; Desbordamiento; Erosión/socavación; Alojamiento temporal; Rutas/evacuación; Infraestructura expuesta; COE / coordinación; Formulario F01; Seguimiento F07,"# INFORME DE VALORACIÓN TÉCNICA ## Plan de Acción ENOS 2026-2027 · Los Ríos / Montalvo **Estado documental:** Plan localizado **Porcentaje estimado de afinidad / concordancia con lineamientos SNGR:** 83 % **Condición técnica:** Alta concordancia; requiere control de anexos y seguimiento ## 1. Base de valoración El plan identifica inundaciones, desbordamientos, erosión de riberas, afectaciones a infraestructura vial, déficit hídrico y mecanismos de monitoreo. ## 2. Criterios aplicados La valoraci"
41119d6c178f,Los Ríos,Babahoyo,Anexos verificables,Lista verificables,txt,0.0,,,,LISTA_VERIFICABLES_MINIMOS.txt,Los Ríos/Babahoyo/03_ANEXOS_VERIFICABLES/LISTA_VERIFICABLES_MINIMOS.txt,Alojamiento temporal; Rutas/evacuación; COE / coordinación; Seguimiento F07,"Verificables mínimos sugeridos: 1. Plan firmado o versión editable controlada. 2. Acta de COE o disposición institucional. 3. Matriz de acciones, responsables, plazos e indicadores. 4. Mapa, croquis, KMZ/SHP o georreferenciación de puntos críticos. 5. Fotografías por punto o sector. 6. Inventario de recursos y capacidades. 7. Registro de alojamientos temporales, rutas y puntos seguros. 8. Matriz F07 de seguimiento mensual."
b2d3412cbee9,Los Ríos,Babahoyo,Informe de valoración,Informe pendiente,txt,0.0,,,,INFORME_VALORACION_PENDIENTE.txt,Los Ríos/Babahoyo/02_INFORME_VALORACION/INFORME_VALORACION_PENDIENTE.txt,,INFORME DE VALORACIÓN PENDIENTE · Los Ríos / Babahoyo No se localizó un plan o registro específico suficiente para emitir valoración técnica. Pendiente cargar o ubicar el documento base del cantón.
fbb5a25667d9,Los Ríos,Babahoyo,Informe de valoración,Informe / revisión,pdf,0.01,78,,,Informe_revision_porcentaje_Babahoyo_ENOS_2026_2027.pdf,Los Ríos/Babahoyo/02_INFORME_VALORACION/Informe_revision_porcentaje_Babahoyo_ENOS_2026_2027.pdf,Inundación/anegamiento; Alojamiento temporal; Rutas/evacuación; Infraestructura expuesta; COE / coordinación,"Informe de revision tecnica - porcentaje de integracion Plan de Accion ante el Evento El Nino 2026-2027 - Canton Babahoyo Resultado: 78/100 - integracion media-alta. El documento es valido como base de planificacion cantonal porque incluye diagnostico territorial, estructura COE, fases del plan, monitoreo, comunicacion, recursos, brechas y anexos cartograficos. Sin embargo, todavia requiere subsanaciones operativas para pasar de documento descriptivo a plan ejecutable: matriz de acciones costada"
13f59f916fa0,Los Ríos,Babahoyo,Seguimiento F07,Guía F07,txt,0.0,,,,GUIA_SEGUIMIENTO_F07.txt,Los Ríos/Babahoyo/04_SEGUIMIENTO_F07/GUIA_SEGUIMIENTO_F07.txt,Seguimiento F07,Registrar mensualmente: - Porcentaje anterior. - Porcentaje actual. - Actividades ejecutadas. - Actividades pendientes. - Brechas. - Apoyo requerido. - Verificables disponibles.
27ce4aed479b,Los Ríos,Babahoyo,Plan / referencias,Plan / contingencia,pdf,2.2,69,,,Plan de accion cantonal FENOMENO_DEL_NIÑO 2026 (1).pdf,Los Ríos/Babahoyo/01_PLAN_COMPARTIDO_O_REFERENCIAS/Plan de accion cantonal FENOMENO_DEL_NIÑO 2026 (1).pdf,Inundación/anegamiento; Desbordamiento; Erosión/socavación; Deslizamiento; Infraestructura expuesta; COE / coordinación,"PLAN DE ACCIÓN ANTE EL EVENTO EL NIÑO 2026 - 2027 CANTÓN BABAHOYO DIRECCION DE SEGURIDAD CIUDADANA Y GESTION DE RIESGOS PLAN DE ACCION ANTE EL EVENTO EL NIÑO 2026 - 2027 CANTÓN BABAHOYO ´´ Babahoyo se prepara, Babahoyo se protege "" 1. DATOS GENERALES Provincia Los Ríos Cantón Babahoyo Fecha de 19 de junio de 2026 elaboración Población 183.000 habitantes aproximadamente (actualizar con la proyección oficial del estimada INEC 2026) Extensión 1.076,42 km² territorial Parroquias Clemente Baquerizo, "
3b242c1dab7c,Bolívar,Gobierno provincial de Bolivar,Otros,Informe / revisión,pdf,0.01,83,,,Informe_revision_porcentaje_Plan_ENOS_Bolivar.pdf,Bolívar/Gobierno provincial de Bolivar/Informe_revision_porcentaje_Plan_ENOS_Bolivar.pdf,Inundación/anegamiento; Desbordamiento; Rutas/evacuación; Infraestructura expuesta; COE / coordinación; Recursos/maquinaria,"INFORME DE REVISIÓN Y VALORACIÓN PORCENTUAL Plan de Acción Fenómeno El Niño 2026-2027 - Prefectura de Bolívar Documento revisado 1.0 PLAN DE ACCIÓN EL NIÑO 2026 - 2027.pdf Institución Prefectura de Bolívar - Secretaría de Gestión Ambiental y Riesgos Naturales Extensión del documento 52 páginas Criterio de revisión Integración de lineamientos ENOS 2026-2027: diagnóstico territorial, escenarios de riesgo, puntos críticos, acciones verificables, coordinación interinstitucional, COE/CIE, recursos, s"
8e6217356340,Bolívar,Gobierno provincial de Bolivar,Otros,Informe / revisión,pdf,0.06,,,,revision_tecnica_plan_el_nino_bolivar.pdf,Bolívar/Gobierno provincial de Bolivar/revision_tecnica_plan_el_nino_bolivar.pdf,Inundación/anegamiento; Deslizamiento; Alojamiento temporal; Rutas/evacuación; Infraestructura expuesta; COE / coordinación; Recursos/maquinaria,"INFORME DE REVISIÓN TÉCNICA DOCUMENTAL Plan Fenómeno El Niño 2026-2027 - Gobierno Autónomo Descentralizado de la Provincia Bolívar Documento revisado: PLAN_EL_NINO_2026__2027_signed-signed.pdf, 35 páginas. Fecha de revisión: junio de 2026. Carácter: revisión técnica de concordancia, no aprobación formal. 1. Resultado ejecutivo El documento presenta una base territorial importante: ficha provincial, contexto de alerta amarilla, análisis de amenazas por movimientos en masa e inundaciones, mapas ca"
1f00e5d49075,Bolívar,Gobierno provincial de Bolivar,Otros,Plan / contingencia,pdf,8.63,,,,1_0_PLAN_DE_ACCION_EL_NINO_2026__2027_signed_signed.pdf,Bolívar/Gobierno provincial de Bolivar/1_0_PLAN_DE_ACCION_EL_NINO_2026__2027_signed_signed.pdf,Inundación/anegamiento; Desbordamiento; Rutas/evacuación; Infraestructura expuesta; COE / coordinación; Recursos/maquinaria,"SECRETARÍA DE GESTIÓN AMBIENTAL Y RIESGOS NATURALES PLAN DE ACCIÓN FENÓMENO EL NIÑO 2026 - 2027 1 El presente plan constituye el instrumento oficial de preparación, respuesta y recuperación de la provincia Bolívar frente a los impactos previstos del Fenómeno El Niño 2026–2027. Se elaboró con base en el diagnóstico territorial de amenazas, la identificación de puntos críticos históricos (2018–2026). Objetivo Fortalecer la capacidad institucional y comunitaria en la provincia de Bolívar para reduc"
421ac4e5d2d2,Bolívar,Provincial,Otros,Plan / contingencia,pdf,8.63,,,,1_0_PLAN_DE_ACCION_EL_NINO_2026__2027_signed_signed (1).pdf,Bolívar/Provincial/1_0_PLAN_DE_ACCION_EL_NINO_2026__2027_signed_signed (1).pdf,Inundación/anegamiento; Desbordamiento; Rutas/evacuación; Infraestructura expuesta; COE / coordinación; Recursos/maquinaria,"SECRETARÍA DE GESTIÓN AMBIENTAL Y RIESGOS NATURALES PLAN DE ACCIÓN FENÓMENO EL NIÑO 2026 - 2027 1 El presente plan constituye el instrumento oficial de preparación, respuesta y recuperación de la provincia Bolívar frente a los impactos previstos del Fenómeno El Niño 2026–2027. Se elaboró con base en el diagnóstico territorial de amenazas, la identificación de puntos críticos históricos (2018–2026). Objetivo Fortalecer la capacidad institucional y comunitaria en la provincia de Bolívar para reduc"
2ca7aa6aac00,Bolívar,Chillanes,Seguimiento F07,Guía F07,txt,0.0,,,,GUIA_SEGUIMIENTO_F07.txt,Bolívar/Chillanes/04_SEGUIMIENTO_F07/GUIA_SEGUIMIENTO_F07.txt,Seguimiento F07,Registrar mensualmente: - Porcentaje anterior. - Porcentaje actual. - Actividades ejecutadas. - Actividades pendientes. - Brechas. - Apoyo requerido. - Verificables disponibles.
9181ec1f4abc,Bolívar,Chillanes,Plan / referencias,Sin archivo localizado,txt,0.0,,,,SIN_ARCHIVOS_COMPARTIDOS_LOCALIZADOS.txt,Bolívar/Chillanes/01_PLAN_COMPARTIDO_O_REFERENCIAS/SIN_ARCHIVOS_COMPARTIDOS_LOCALIZADOS.txt,Seguimiento F07,Bolívar / Chillanes No se localizaron archivos o registros específicos compartidos para este cantón en la búsqueda realizada. La carpeta queda preparada para incorporar: - Plan de Acción ENOS 2026-2027. - Informe de valoración. - Anexos verificables. - Seguimiento mensual F07.
f9d700312ed0,Bolívar,Chillanes,Plan / referencias,Plan / contingencia,pdf,1.83,,,,PLAN DE ACCION CHILLANES-signed-signed-signed (1).pdf,Bolívar/Chillanes/01_PLAN_COMPARTIDO_O_REFERENCIAS/PLAN DE ACCION CHILLANES-signed-signed-signed (1).pdf,Inundación/anegamiento; Desbordamiento; Deslizamiento; Infraestructura expuesta; COE / coordinación,"Plan de Acción Territorial ENOS 2026–2027 GAD Municipal del Cantón Chillanes 1. Datos generales Provincia: Bolívar Cantón: Chillanes Tipo de GAD: Cantonal Fecha de elaboración: 24/06/2026 Responsable técnico: Jorge Colina, Técnico de la Unidad de Gestión de Riesgos del GAD Municipal de Chillanes. 2. Introducción El cantón Chillanes presenta exposición ante posibles impactos asociados al Evento El Niño 2026–2027, principalmente por inundaciones, desbordamientos de ríos y movimientos en masa. Los "
aea31eaf07a7,Bolívar,Chillanes,Anexos verificables,Lista verificables,txt,0.0,,,,LISTA_VERIFICABLES_MINIMOS.txt,Bolívar/Chillanes/03_ANEXOS_VERIFICABLES/LISTA_VERIFICABLES_MINIMOS.txt,Alojamiento temporal; Rutas/evacuación; COE / coordinación; Seguimiento F07,"Verificables mínimos sugeridos: 1. Plan firmado o versión editable controlada. 2. Acta de COE o disposición institucional. 3. Matriz de acciones, responsables, plazos e indicadores. 4. Mapa, croquis, KMZ/SHP o georreferenciación de puntos críticos. 5. Fotografías por punto o sector. 6. Inventario de recursos y capacidades. 7. Registro de alojamientos temporales, rutas y puntos seguros. 8. Matriz F07 de seguimiento mensual."
6060e8af5598,Bolívar,Chillanes,Informe de valoración,Informe pendiente,txt,0.0,,,,INFORME_VALORACION_PENDIENTE.txt,Bolívar/Chillanes/02_INFORME_VALORACION/INFORME_VALORACION_PENDIENTE.txt,,INFORME DE VALORACIÓN PENDIENTE · Bolívar / Chillanes No se localizó un plan o registro específico suficiente para emitir valoración técnica. Pendiente cargar o ubicar el documento base del cantón.
f7f0592aab21,Bolívar,San Miguel,Plan / referencias,Sin archivo localizado,txt,0.0,,,,SIN_ARCHIVOS_COMPARTIDOS_LOCALIZADOS.txt,Bolívar/San Miguel/01_PLAN_COMPARTIDO_O_REFERENCIAS/SIN_ARCHIVOS_COMPARTIDOS_LOCALIZADOS.txt,Seguimiento F07,Bolívar / San Miguel No se localizaron archivos o registros específicos compartidos para este cantón en la búsqueda realizada. La carpeta queda preparada para incorporar: - Plan de Acción ENOS 2026-2027. - Informe de valoración. - Anexos verificables. - Seguimiento mensual F07.
204a5b521aff,Bolívar,San Miguel,Seguimiento F07,Guía F07,txt,0.0,,,,GUIA_SEGUIMIENTO_F07.txt,Bolívar/San Miguel/04_SEGUIMIENTO_F07/GUIA_SEGUIMIENTO_F07.txt,Seguimiento F07,Registrar mensualmente: - Porcentaje anterior. - Porcentaje actual. - Actividades ejecutadas. - Actividades pendientes. - Brechas. - Apoyo requerido. - Verificables disponibles.
6af90192fbd0,Bolívar,San Miguel,Anexos verificables,Lista verificables,txt,0.0,,,,LISTA_VERIFICABLES_MINIMOS.txt,Bolívar/San Miguel/03_ANEXOS_VERIFICABLES/LISTA_VERIFICABLES_MINIMOS.txt,Alojamiento temporal; Rutas/evacuación; COE / coordinación; Seguimiento F07,"Verificables mínimos sugeridos: 1. Plan firmado o versión editable controlada. 2. Acta de COE o disposición institucional. 3. Matriz de acciones, responsables, plazos e indicadores. 4. Mapa, croquis, KMZ/SHP o georreferenciación de puntos críticos. 5. Fotografías por punto o sector. 6. Inventario de recursos y capacidades. 7. Registro de alojamientos temporales, rutas y puntos seguros. 8. Matriz F07 de seguimiento mensual."
78cbd449ea26,Bolívar,San Miguel,Informe de valoración,Informe pendiente,txt,0.0,,,,INFORME_VALORACION_PENDIENTE.txt,Bolívar/San Miguel/02_INFORME_VALORACION/INFORME_VALORACION_PENDIENTE.txt,,INFORME DE VALORACIÓN PENDIENTE · Bolívar / San Miguel No se localizó un plan o registro específico suficiente para emitir valoración técnica. Pendiente cargar o ubicar el documento base del cantón.
e98ba5f0b79e,Bolívar,Chimbo,Informe de valoración,Informe / revisión,pdf,0.05,70,,,Informe_revision_porcentaje_Chimbo_ENOS_2026_2027.pdf,Bolívar/Chimbo/02_INFORME_VALORACION/Informe_revision_porcentaje_Chimbo_ENOS_2026_2027.pdf,Inundación/anegamiento; Erosión/socavación; Alojamiento temporal; Infraestructura expuesta; COE / coordinación; Recursos/maquinaria,INFORME TÉCNICO DE REVISIÓN Valoración de integración del Plan de Acción Cantonal ante el Evento El Niño 2026-2027 GAD Municipal del Cantón Chimbo 70% Nivel de integración estimado frente a estructura mínima de planificación territorial de gestión de riesgos Documento revisado Plan de Acción Cantonal ante el Evento El Niño 2026-2027 - GAD Municipal del Cantón Chimbo Ámbito Provincia Bolívar - Cantón Chimbo Responsable técnico Ing. Andreina García - Técnico de Riesgos y Desastres declarado Result
24dbd22e3082,Bolívar,Chimbo,Informe de valoración,Informe pendiente,txt,0.0,,,,INFORME_VALORACION_PENDIENTE.txt,Bolívar/Chimbo/02_INFORME_VALORACION/INFORME_VALORACION_PENDIENTE.txt,,INFORME DE VALORACIÓN PENDIENTE · Bolívar / Chimbo No se localizó un plan o registro específico suficiente para emitir valoración técnica. Pendiente cargar o ubicar el documento base del cantón.
107c040c6225,Bolívar,Chimbo,Seguimiento F07,Guía F07,txt,0.0,,,,GUIA_SEGUIMIENTO_F07.txt,Bolívar/Chimbo/04_SEGUIMIENTO_F07/GUIA_SEGUIMIENTO_F07.txt,Seguimiento F07,Registrar mensualmente: - Porcentaje anterior. - Porcentaje actual. - Actividades ejecutadas. - Actividades pendientes. - Brechas. - Apoyo requerido. - Verificables disponibles.
09337060d9c1,Bolívar,Chimbo,Anexos verificables,Lista verificables,txt,0.0,,,,LISTA_VERIFICABLES_MINIMOS.txt,Bolívar/Chimbo/03_ANEXOS_VERIFICABLES/LISTA_VERIFICABLES_MINIMOS.txt,Alojamiento temporal; Rutas/evacuación; COE / coordinación; Seguimiento F07,"Verificables mínimos sugeridos: 1. Plan firmado o versión editable controlada. 2. Acta de COE o disposición institucional. 3. Matriz de acciones, responsables, plazos e indicadores. 4. Mapa, croquis, KMZ/SHP o georreferenciación de puntos críticos. 5. Fotografías por punto o sector. 6. Inventario de recursos y capacidades. 7. Registro de alojamientos temporales, rutas y puntos seguros. 8. Matriz F07 de seguimiento mensual."
1df8aef69b94,Bolívar,Chimbo,Plan / referencias,Documento Word,docx,2.3,,,,Borrador.docx,Bolívar/Chimbo/01_PLAN_COMPARTIDO_O_REFERENCIAS/Borrador.docx,Inundación/anegamiento; Erosión/socavación; Deslizamiento; Alojamiento temporal; Rutas/evacuación; Infraestructura expuesta; COE / coordinación; Recursos/maquinaria,"PLAN DE ACCIÓN CANTONAL ANTE EL EVENTO EL NIÑO 2026–2027 Nivel Cantonal GAD MUNICIPAL DEL CANTÓN CHIMBO Provincia Bolívar · Cantón Chimbo DATOS GENERALES Campo Información Provincia Bolívar Cantón Chimbo Tipo de GAD Cantonal Fecha de elaboración Junio de 2026 Responsable técnico Ing. Andreina García Cargo Técnico de Riesgos y Desastres Correo de contacto andriuyian23@gmail.com Teléfono 0981783266 Versión V01 2. INTRODUCCIÓN l cantón Chimbo, ubicado en la provincia de Bolívar, presenta condicione"
958af4705105,Bolívar,Chimbo,Plan / referencias,Plan / contingencia,pdf,0.39,,,,Plan de Acción Cantonal Chimbo El Niño 2026-2027-signed-signed-signed (1).pdf,Bolívar/Chimbo/01_PLAN_COMPARTIDO_O_REFERENCIAS/Plan de Acción Cantonal Chimbo El Niño 2026-2027-signed-signed-signed (1).pdf,Inundación/anegamiento; Erosión/socavación; Deslizamiento; Infraestructura expuesta; COE / coordinación,"PLAN DE ACCIÓN CANTONAL ANTE EL EVENTO EL NIÑO 2026–2027 Nivel Cantonal GAD MUNICIPAL DEL CANTÓN CHIMBO Provincia Bolívar · Cantón Chimbo 1. DATOS GENERALES Campo Información Provincia Bolívar Cantón Chimbo Tipo de GAD Cantonal Fecha de elaboración Junio de 2026 Responsable técnico Ing. Andreina García Cargo Técnico de Riesgos y Desastres Correo de contacto andriuyian23@gmail.com Teléfono 0981783266 Versión V01 2. INTRODUCCIÓN l cantón Chimbo, ubicado en la provincia de Bolívar, presenta condici"
0282c4b6c484,Bolívar,Las Naves,Anexos verificables,Lista verificables,txt,0.0,,,,LISTA_VERIFICABLES_MINIMOS.txt,Bolívar/Las Naves/03_ANEXOS_VERIFICABLES/LISTA_VERIFICABLES_MINIMOS.txt,Alojamiento temporal; Rutas/evacuación; COE / coordinación; Seguimiento F07,"Verificables mínimos sugeridos: 1. Plan firmado o versión editable controlada. 2. Acta de COE o disposición institucional. 3. Matriz de acciones, responsables, plazos e indicadores. 4. Mapa, croquis, KMZ/SHP o georreferenciación de puntos críticos. 5. Fotografías por punto o sector. 6. Inventario de recursos y capacidades. 7. Registro de alojamientos temporales, rutas y puntos seguros. 8. Matriz F07 de seguimiento mensual."
a756dc66dee4,Bolívar,Las Naves,Seguimiento F07,Guía F07,txt,0.0,,,,GUIA_SEGUIMIENTO_F07.txt,Bolívar/Las Naves/04_SEGUIMIENTO_F07/GUIA_SEGUIMIENTO_F07.txt,Seguimiento F07,Registrar mensualmente: - Porcentaje anterior. - Porcentaje actual. - Actividades ejecutadas. - Actividades pendientes. - Brechas. - Apoyo requerido. - Verificables disponibles.
5f29deccd228,Bolívar,Las Naves,Informe de valoración,Informe / revisión,pdf,0.05,76,,,Informe_revision_porcentaje_Las_Naves_ENOS.pdf,Bolívar/Las Naves/02_INFORME_VALORACION/Informe_revision_porcentaje_Las_Naves_ENOS.pdf,Inundación/anegamiento; Desbordamiento; Erosión/socavación; Alojamiento temporal; Rutas/evacuación; Infraestructura expuesta; COE / coordinación; Recursos/maquinaria; Mitigación/dragado; Mitigación/obras,"INFORME DE REVISION TECNICA Y PORCENTAJE DE INTEGRACION Plan de Accion Territorial ante el Evento El Niño 2026-2027 - GAD Municipal del Canton Las Naves, Provincia de Bolivar PORCENTAJE DE INTEGRACION ESTIMADO 76% Observado - subsanable. Apto como borrador tecnico, Estado de revision no recomendado para remision final hasta completar anexos, respaldos y firmas. 1. Criterio tecnico aplicado La valoracion se realizo sobre 100 puntos, considerando la integracion de los componentes esenciales de un "
d71502e16b13,Bolívar,Las Naves,Informe de valoración,Informe pendiente,txt,0.0,,,,INFORME_VALORACION_PENDIENTE.txt,Bolívar/Las Naves/02_INFORME_VALORACION/INFORME_VALORACION_PENDIENTE.txt,,INFORME DE VALORACIÓN PENDIENTE · Bolívar / Las Naves No se localizó un plan o registro específico suficiente para emitir valoración técnica. Pendiente cargar o ubicar el documento base del cantón.
b41413d7f544,Bolívar,Las Naves,Plan / referencias,Sin archivo localizado,txt,0.0,,,,SIN_ARCHIVOS_COMPARTIDOS_LOCALIZADOS.txt,Bolívar/Las Naves/01_PLAN_COMPARTIDO_O_REFERENCIAS/SIN_ARCHIVOS_COMPARTIDOS_LOCALIZADOS.txt,Seguimiento F07,Bolívar / Las Naves No se localizaron archivos o registros específicos compartidos para este cantón en la búsqueda realizada. La carpeta queda preparada para incorporar: - Plan de Acción ENOS 2026-2027. - Informe de valoración. - Anexos verificables. - Seguimiento mensual F07.
4135062b4c8e,Bolívar,Las Naves,Plan / referencias,Plan / contingencia,docx,0.05,,,,Plan_Accion_Cantonal_ENOS_Las_Naves_Bolivar.docx,Bolívar/Las Naves/01_PLAN_COMPARTIDO_O_REFERENCIAS/Plan_Accion_Cantonal_ENOS_Las_Naves_Bolivar.docx,Inundación/anegamiento; Desbordamiento; Erosión/socavación; Deslizamiento; Alojamiento temporal; Rutas/evacuación; Infraestructura expuesta; COE / coordinación; Recursos/maquinaria; Mitigación/dragado; Mitigación/obras; Formulario F01,"SECRETARÍA NACIONAL DE GESTIÓN DE RIESGOS COORDINACIÓN ZONAL 5 PLAN DE ACCIÓN TERRITORIAL ANTE EL EVENTO EL NIÑO 2026–2027 Nivel Cantonal GAD MUNICIPAL DEL CANTÓN LAS NAVES PROVINCIA DE BOLÍVAR Código de caso GADLASNAVES-ENOS-2026-001 Fecha de elaboración 23/06/2026 Versión Borrador técnico V01 Insumo base Formulario F01 · Ficha de punto crítico territorial + entrevista técnica guiada Uso del documento Revisión interna, validación institucional, anexos y firma del GAD Municipal Nota: Este docume"
d7be70ed21fb,Bolívar,Las Naves,Plan / referencias,Plan / contingencia,pdf,0.4,,,,Plan_Accion_Cantonal_ENOS_Las_Naves_Bolivar-signed-signed.pdf,Bolívar/Las Naves/01_PLAN_COMPARTIDO_O_REFERENCIAS/Plan_Accion_Cantonal_ENOS_Las_Naves_Bolivar-signed-signed.pdf,Inundación/anegamiento; Desbordamiento; Erosión/socavación; Deslizamiento; Alojamiento temporal; Rutas/evacuación; Infraestructura expuesta; COE / coordinación; Mitigación/dragado; Mitigación/obras; Formulario F01,SNGR · Coordinación Zonal 5 | GAD Municipal del Cantón Las Naves | ENOS 2026 –2027 SECRETARÍA NACIONAL DE GESTIÓN DE RIESGOS COORDINACIÓN ZONAL 5 PLAN DE ACCIÓN TERRITORIAL ANTE EL EVENTO EL NIÑO 2026–2027 Nivel Cantonal GAD MUNICIPAL DEL CANTÓN LAS NAVES PROVINCIA DE BOLÍVAR Código de caso GADLASNAVES-ENOS-2026-001 Fecha de elaboración 23/06/2026 Versión V01 Insumo base Formulario F01 · Ficha de punto crítico territorial + entrevista técnica guiada Estado del documento Elaborado y revisado por 
349ca669920c,Bolívar,Guaranda,Anexos verificables,Lista verificables,txt,0.0,,,,LISTA_VERIFICABLES_MINIMOS.txt,Bolívar/Guaranda/03_ANEXOS_VERIFICABLES/LISTA_VERIFICABLES_MINIMOS.txt,Alojamiento temporal; Rutas/evacuación; COE / coordinación; Seguimiento F07,"Verificables mínimos sugeridos: 1. Plan firmado o versión editable controlada. 2. Acta de COE o disposición institucional. 3. Matriz de acciones, responsables, plazos e indicadores. 4. Mapa, croquis, KMZ/SHP o georreferenciación de puntos críticos. 5. Fotografías por punto o sector. 6. Inventario de recursos y capacidades. 7. Registro de alojamientos temporales, rutas y puntos seguros. 8. Matriz F07 de seguimiento mensual."
6bc2aac2df67,Bolívar,Guaranda,Seguimiento F07,Guía F07,txt,0.0,74,,,GUIA_SEGUIMIENTO_F07.txt,Bolívar/Guaranda/04_SEGUIMIENTO_F07/GUIA_SEGUIMIENTO_F07.txt,Seguimiento F07,"SEGUIMIENTO F07 · Bolívar / Guaranda Estado sugerido para seguimiento mensual: - Actualizar porcentaje de implementación cada mes. - Registrar actividades ejecutadas, actividades pendientes, brechas, apoyo requerido y verificables. - Usar criterios C1-C10 para medir avance. - Adjuntar actas, fotos, mapas, oficios, informes técnicos o enlaces Drive. Porcentaje base sugerido: 74 %"
a3341ced1304,Bolívar,Guaranda,Informe de valoración,Informe / revisión,md,0.0,74,"Datos y seguimiento localizado; plan generado en conversación, no extraíble como archivo original",Parcialmente concordante; requiere consolidación documental y anexos,INFORME_VALORACION_GUARANDA.md,Bolívar/Guaranda/02_INFORME_VALORACION/INFORME_VALORACION_GUARANDA.md,Alojamiento temporal; Rutas/evacuación; COE / coordinación; Recursos/maquinaria; Formulario F01; Seguimiento F07,"# INFORME DE VALORACIÓN TÉCNICA ## Plan de Acción ENOS 2026-2027 · Bolívar / Guaranda **Estado documental:** Datos y seguimiento localizado; plan generado en conversación, no extraíble como archivo original **Porcentaje estimado de afinidad / concordancia con lineamientos SNGR:** 74 % **Condición técnica:** Parcialmente concordante; requiere consolidación documental y anexos ## 1. Base de valoración La información reporta crecidas torrenciales de los ríos Suquibí y Guaranda, con seguimiento mens"
fcd523d76c93,Bolívar,Guaranda,Informe de valoración,Informe / revisión,pdf,0.05,72,,,Informe_Afinidad_Lineamientos_ENOS_Guaranda.pdf,Bolívar/Guaranda/02_INFORME_VALORACION/Informe_Afinidad_Lineamientos_ENOS_Guaranda.pdf,Deslizamiento; Alojamiento temporal; Rutas/evacuación; Infraestructura expuesta; COE / coordinación; Recursos/maquinaria,"INFORME TÉCNICO DE AFINIDAD DEL PLAN DE ACCIÓN CANTONAL ENOS 2026–2027 DEL GAD MUNICIPAL DE GUARANDA CON LOS LINEAMIENTOS ESTRATÉGICOS DE LA SNGR Provincia de Bolívar · Cantón Guaranda · Fecha de elaboración del plan: 23 de junio de 2026 · Responsable técnico: Ing. Patricio Medina Resultado global de Nivel de integración Estado técnico recomendado afinidad Borrador técnico estructurado, pendiente de fortalecimiento 72 % Medio-alto documental y validación institucional. 1. Antecedente Con base en"
f97584073cce,Bolívar,Guaranda,Informe de valoración,Informe / revisión,pdf,0.05,72,,,Informe_Afinidad_Lineamientos_ENOS_Guaranda-1.pdf,Bolívar/Guaranda/02_INFORME_VALORACION/Informe_Afinidad_Lineamientos_ENOS_Guaranda-1.pdf,Deslizamiento; Alojamiento temporal; Rutas/evacuación; Infraestructura expuesta; COE / coordinación; Recursos/maquinaria,"INFORME TÉCNICO DE AFINIDAD DEL PLAN DE ACCIÓN CANTONAL ENOS 2026–2027 DEL GAD MUNICIPAL DE GUARANDA CON LOS LINEAMIENTOS ESTRATÉGICOS DE LA SNGR Provincia de Bolívar · Cantón Guaranda · Fecha de elaboración del plan: 23 de junio de 2026 · Responsable técnico: Ing. Patricio Medina Resultado global de Nivel de integración Estado técnico recomendado afinidad Borrador técnico estructurado, pendiente de fortalecimiento 72 % Medio-alto documental y validación institucional. 1. Antecedente Con base en"
1eafe4a572d6,Bolívar,Guaranda,Plan / referencias,Plan / contingencia,pdf,0.25,,,,Plan_Accion_ENOS_GAD_Guaranda_2026_2027-signed-signed-signed (1).pdf,Bolívar/Guaranda/01_PLAN_COMPARTIDO_O_REFERENCIAS/Plan_Accion_ENOS_GAD_Guaranda_2026_2027-signed-signed-signed (1).pdf,Desbordamiento; Erosión/socavación; Alojamiento temporal; Rutas/evacuación; Infraestructura expuesta; COE / coordinación; Recursos/maquinaria; Formulario F01; Formulario F02; Seguimiento F07,"SECRETARÍA NACIONAL DE GESTIÓN DE RIESGOS Coordinación Zonal 5 de Gestión de Riesgos PLAN DE ACCIÓN TERRITORIAL ANTE EL EVENTO EL NIÑO 2026-2027 Gobierno Autónomo Descentralizado Municipal del Cantón Guaranda Provincia de Bolívar Código de caso: GADGUARANDA-ENOS-2026 Versión: Borrador técnico v0.1 con limitaciones Fecha de elaboración: 23 de junio de 2026 Nota de uso: este documento organiza la información remitida por el GAD Guaranda en los formularios F01, F02, F03, F04, F05, F06 y F07. No ree"
